Date/Time,Surface_10,Sub_Surface_2,Surface_11,Surface_13,Surface_14,Surface_2,Surface_20,Surface_22,Surface_5,Sub_Surface_1,Surface_1,Surface_15,Surface_21,Surface_9,Surface_12,Surface_18,Surface_24,Surface_6
 01/01  01:00:00,-3.475821772,2.89E-02,-2.561474052,-3.724849286,-4.142869586,-3.716916729,-4.142869586,-3.479631995,-2.558298745,-3.998629124,19.527,19.527,19.527,19.527,-5.686007588,-5.650427946,-5.686007588,-5.650412003
 01/01  02:00:00,-2.464878544,1.783471087,-1.547769154,-2.839910887,-3.253162351,-2.831294652,-3.253162351,-2.473760937,-1.5429107,-2.069840255,19.527,19.527,19.527,19.527,-5.200574204,-5.150649514,-5.200574204,-5.150633772
 01/01  03:00:00,-2.359817714,1.032514008,-1.48195969,-2.722203899,-3.119776344,-2.713961376,-3.119776344,-2.371312131,-1.476327456,-2.53935059,19.527,19.527,19.527,19.527,-5.202079395,-5.150226773,-5.202079395,-5.150214893
 01/01  04:00:00,-2.136996348,1.695562959,-1.283038293,-2.50322046,-2.890597941,-2.495035976,-2.890597941,-2.14927916,-1.277191054,-2.038630234,19.527,19.527,19.527,19.527,-4.952981408,-4.899166968,-4.952981408,-4.899157309
 01/01  05:00:00,-1.683796032,2.003664311,-0.915935117,-2.048999287,-2.387573504,-2.041547492,-2.387573504,-1.693183772,-0.911118456,-1.109660018,19.527,19.527,19.527,19.527,-3.929515749,-3.884214222,-3.929515749,-3.884207299
 01/01  06:00:00,-1.379327126,2.903205031,-0.618668373,-1.748803382,-2.079709344,-1.741539836,-2.079709344,-1.388623885,-0.613899159,-0.51675968,19.527,19.527,19.527,19.527,-3.518793399,-3.472484676,-3.518793399,-3.472479055
 01/01  07:00:00,-1.082012444,3.208579806,-0.306697606,-1.460150409,-1.795247211,-1.452780382,-1.795247211,-1.091745179,-0.30176351,3.52E-02,19.527,19.527,19.527,19.527,-3.153292152,-3.104845585,-3.153292152,-3.104840798
 01/01  08:00:00,2.005243078,4.934816919,1.830533204,-1.143033134,-1.414367319,-1.136237881,-1.414367319,2.029011746,1.828127481,6.160587806,19.527,19.527,19.527,19.527,-2.06305733,-2.025061928,-2.06305733,-2.025058542
 01/01  09:00:00,10.06803895,7.676550504,9.488783564,-4.75E-02,-0.154183708,-4.10E-02,-0.154183708,10.31468995,9.440191764,21.42565723,19.527,19.527,19.527,19.527,2.042715875,2.058176481,2.042715875,2.058179059
 01/01  10:00:00,7.048707782,5.178601231,8.246638449,0.7035737,0.631718689,0.709695867,0.631718689,7.230915041,8.205897857,12.33028449,19.527,19.527,19.527,19.527,3.193056478,3.202658713,3.193056478,3.202660645
 01/01  11:00:00,10.98317472,5.08617673,18.83721156,2.660973018,2.816485642,2.666524876,2.816485642,11.34116201,18.76000063,32.10200919,19.527,19.527,19.527,19.527,11.339752,11.32120958,11.339752,11.32121091
 01/01  12:00:00,7.565133331,4.314984315,17.44094048,3.060422824,3.282896004,3.064996927,3.282896004,7.912956994,17.38574969,21.33279628,19.527,19.527,19.527,19.527,10.58762546,10.55355168,10.58762546,10.55355251
 01/01  13:00:00,5.623426761,4.874789832,12.44842437,3.687626277,3.62056719,3.691745028,3.62056719,5.805130584,12.40793883,12.3844606,19.527,19.527,19.527,19.527,9.033295135,8.986073421,9.033295135,8.986073976
 01/01  14:00:00,4.941853609,4.981987026,8.593367488,3.746464119,3.563968085,3.750319689,3.563968085,5.073872498,8.55955404,7.167193899,19.527,19.527,19.527,19.527,7.447490799,7.402723791,7.447490799,7.402724187
 01/01  15:00:00,3.330556325,3.868257582,5.551846025,2.469312632,2.298544576,2.473095768,2.298544576,3.40987604,5.530779441,3.423338599,19.527,19.527,19.527,19.527,4.566767291,4.546019781,4.566767291,4.546020056
 01/01  16:00:00,2.545331208,3.786288435,4.444233914,2.208619569,1.629663799,2.212253081,1.629663799,2.603089147,4.4280694,3.565127289,19.527,19.527,19.527,19.527,3.464888161,3.454882943,3.464888161,3.454883153
 01/01  17:00:00,1.804565331,3.391005696,4.78992318,3.500158062,0.915128778,3.658460852,0.915128778,1.841446026,4.776649568,5.443765185,19.527,19.527,19.527,19.527,2.157695819,2.163081123,2.157695819,2.163884436
 01/01  18:00:00,0.839960975,2.432205937,2.455599578,0.849216746,2.77E-02,0.904675789,2.77E-02,0.860685203,2.450614336,0.208472242,19.527,19.527,19.527,19.527,0.596504833,0.610792571,0.596504833,0.610991496
 01/01  19:00:00,9.79E-02,1.761607949,1.283417869,-0.174577869,-0.672961135,-0.1471544,-0.672961135,0.11167695,1.281195689,-0.798686101,19.527,19.527,19.527,19.527,-0.524549308,-0.506005912,-0.524549308,-0.505908227
 01/01  20:00:00,-0.9758884,0.161922639,-4.03E-03,-1.288105669,-1.659143401,-1.271460044,-1.659143401,-0.967320003,-4.62E-03,-2.297671353,19.527,19.527,19.527,19.527,-2.014531674,-1.994619274,-2.014531674,-1.994557521
 01/01  21:00:00,-2.089886862,-0.936758412,-1.033244004,-2.275525796,-2.730496849,-2.26318425,-2.730496849,-2.084428044,-1.032960634,-3.589516966,19.527,19.527,19.527,19.527,-3.380186448,-3.359012633,-3.380186448,-3.358969261
 01/01  22:00:00,-2.578962856,-1.01110645,-1.588036253,-2.936075933,-3.271346056,-2.925677032,-3.271346056,-2.574349181,-1.587300613,-4.324866279,19.527,19.527,19.527,19.527,-4.191380229,-4.166171452,-4.191380229,-4.166134437
 01/01  23:00:00,-3.396184387,-2.209057466,-2.407080323,-3.642004221,-4.056780491,-3.632952234,-4.056780491,-3.393481817,-2.405820351,-5.320593269,19.527,19.527,19.527,19.527,-5.277978596,-5.252432849,-5.277978596,-5.25240637
 01/01  24:00:00,-4.216841358,-2.988823317,-3.204544982,-4.313540246,-4.801740621,-4.305835069,-4.801740621,-4.216387892,-3.202761431,-5.910736201,19.527,19.527,19.527,19.527,-6.147348535,-6.123274601,-6.147348535,-6.123257489
 01/02  01:00:00,-4.338380005,-2.263179268,-3.423079808,-4.571707363,-4.996106884,-4.563859845,-4.996106884,-4.33971284,-3.420620661,-6.457457694,19.527,19.527,19.527,19.527,-6.761882134,-6.729866208,-6.761882134,-6.729850368
 01/02  02:00:00,-4.317326465,-2.061037885,-3.40015444,-4.685807287,-5.092615285,-4.67716418,-5.092615285,-4.323578842,-3.396005181,-7.245180729,19.527,19.527,19.527,19.527,-7.648287678,-7.600192775,-7.648287678,-7.600176734
 01/02  03:00:00,-4.574154122,-2.317231385,-3.673230296,-4.975003877,-5.37584208,-4.966342792,-5.37584208,-4.583626586,-3.668110912,-7.694456051,19.527,19.527,19.527,19.527,-8.357381054,-8.302403312,-8.357381054,-8.302389796
 01/02  04:00:00,-5.014167259,-3.165948775,-4.180511751,-5.474791081,-5.834766634,-5.466568007,-5.834766634,-5.022623374,-4.175766135,-8.217791973,19.527,19.527,19.527,19.527,-8.835684022,-8.783960788,-8.835684022,-8.783950322
 01/02  05:00:00,-5.992044906,-4.597653442,-5.182766093,-6.353483567,-6.737854294,-6.345952375,-6.737854294,-6.001013714,-5.178023848,-9.444024296,19.527,19.527,19.527,19.527,-9.818133147,-9.770822927,-9.818133147,-9.770815503
 01/02  06:00:00,-7.307258304,-6.58105341,-6.588256602,-7.637941774,-7.998232166,-7.630978695,-7.998232166,-7.321813714,-6.582058568,-11.58995596,19.527,19.527,19.527,19.527,-11.64261017,-11.59129773,-11.64261017,-11.59129229
 01/02  07:00:00,-8.524056557,-7.031259423,-7.869983698,-8.763776785,-9.120325408,-8.757283444,-9.120325408,-8.54541764,-7.861962302,-12.66536459,19.527,19.527,19.527,19.527,-13.20647489,-13.15033587,-13.20647489,-13.15033188
 01/02  08:00:00,-7.490501524,-5.048372522,-7.233246534,-8.821993663,-9.153032711,-8.81580138,-9.153032711,-7.499724124,-7.227773432,-9.023931492,19.527,19.527,19.527,19.527,-12.9801011,-12.92620155,-12.9801011,-12.92619855
 01/02  09:00:00,-3.11416643,-1.364231512,-3.068601377,-7.57458474,-7.77165249,-7.568190412,-7.77165249,-3.018442168,-3.085289897,0.855106363,19.527,19.527,19.527,19.527,-10.13551394,-10.09458584,-10.13551394,-10.09458318
 01/02  10:00:00,-3.448392959,-0.272961153,-2.904109098,-6.013326077,-6.216896386,-6.00647411,-6.216896385,-3.381709467,-2.917586938,-2.641385204,19.527,19.527,19.527,19.527,-8.370047378,-8.33737103,-8.370047378,-8.337368524
 01/02  11:00:00,-2.590639641,1.137205054,-1.19718416,-4.546034745,-4.702702454,-4.539061382,-4.702702454,-2.511944045,-1.213460871,1.707425094,19.527,19.527,19.527,19.527,-5.581922348,-5.563466948,-5.581922348,-5.563464794
 01/02  12:00:00,2.54E-02,1.97220356,8.227991171,-2.641607765,-2.555499893,-2.634813066,-2.555499893,0.315693774,8.194314696,19.81986885,19.527,19.527,19.527,19.527,2.463748391,2.451606126,2.463748391,2.451607644
 01/02  13:00:00,-0.247674713,1.461837688,9.177174145,-1.331938445,-1.708790467,-1.325790514,-1.708790467,-6.78E-02,9.143585697,14.0027841,19.527,19.527,19.527,19.527,4.040034854,4.00782823,4.040034854,4.00782929
 01/02  14:00:00,-1.120924925,2.024098641,5.634023776,-0.847138035,-2.234454183,-0.841381514,-2.234454182,-1.00586267,5.601403005,6.705954301,19.527,19.527,19.527,19.527,1.612166563,1.595187486,1.612166563,1.5951883
 01/02  15:00:00,-0.874090346,1.499055312,12.92308645,5.893246408,-1.803529258,5.89857792,-1.803529258,-0.772448494,12.84371279,23.02978167,19.527,19.527,19.527,19.527,5.407959362,5.388937729,5.407959362,5.388938339
 01/02  16:00:00,-2.80358918,-0.353971853,4.641722612,1.067629894,-3.562684053,1.072354839,-3.562684053,-2.744671557,4.599953852,0.911022943,19.527,19.527,19.527,19.527,-0.772956825,-0.774182739,-0.772956825,-0.774182324
 01/02  17:00:00,-3.933175052,-0.513915396,1.453806987,-0.546704784,-4.664718263,-0.403135169,-4.664718263,-3.899721388,1.431638873,-1.235662612,19.527,19.527,19.527,19.527,-3.250895521,-3.23716674,-3.250895521,-3.236269066
 01/02  18:00:00,-4.643235694,-0.666376609,-1.371400894,-3.33553166,-5.36524162,-3.274600374,-5.36524162,-4.625799384,-1.38166827,-5.79774719,19.527,19.527,19.527,19.527,-4.661086014,-4.636708985,-4.661086014,-4.636410357
 01/02  19:00:00,-5.410468043,-1.952600656,-3.013731252,-4.683289627,-6.059842041,-4.651873053,-6.059842041,-5.402170544,-3.018755007,-6.592013795,19.527,19.527,19.527,19.527,-5.959420213,-5.932800305,-5.959420213,-5.932652865
 01/02  20:00:00,-6.68879438,-4.054315556,-4.716692644,-6.115179253,-7.2412683,-6.095846617,-7.2412683,-6.686418988,-4.718672376,-8.222514573,19.527,19.527,19.527,19.527,-7.760987258,-7.735315355,-7.760987258,-7.735226134
 01/02  21:00:00,-7.342905663,-3.741059582,-5.62814262,-6.935807183,-7.88866592,-6.921250949,-7.88866592,-7.343939048,-5.628454921,-8.92190544,19.527,19.527,19.527,19.527,-8.726910255,-8.697382663,-8.726910255,-8.697312547
 01/02  22:00:00,-7.127843164,-2.407774842,-5.605900222,-6.94887058,-7.732203052,-6.935891944,-7.732203052,-7.131516506,-5.605118812,-8.483629026,19.527,19.527,19.527,19.527,-8.794955248,-8.757426259,-8.794955248,-8.757361297
 01/02  23:00:00,-7.529075276,-4.208969741,-6.136428844,-7.403546195,-8.11451784,-7.392375583,-8.11451784,-7.535248428,-6.134694918,-9.33686558,19.527,19.527,19.527,19.527,-9.527443942,-9.488676239,-9.527443942,-9.488627239
 01/02  24:00:00,-8.136369479,-5.34153802,-6.835050019,-7.989406429,-8.679264884,-7.979742592,-8.679264884,-8.144636616,-6.8325564,-10.13854868,19.527,19.527,19.527,19.527,-10.35916763,-10.32106044,-10.35916763,-10.32102557
 01/03  01:00:00,-8.453449858,-5.497507509,-7.229597831,-8.346853165,-8.989263535,-8.337885674,-8.989263535,-8.463651295,-7.226482926,-10.51708691,19.527,19.527,19.527,19.527,-10.95570548,-10.91517003,-10.95570548,-10.9151425
 01/03  02:00:00,-8.895607757,-6.037153616,-7.725508087,-8.797284032,-9.415232887,-8.788904725,-9.415232887,-8.907373918,-7.72189747,-11.09366137,19.527,19.527,19.527,19.527,-11.63368209,-11.59233558,-11.63368209,-11.59231447
 01/03  03:00:00,-9.405999122,-6.686934553,-8.269331736,-9.260284615,-9.891620551,-9.25255368,-9.891620551,-9.418834984,-8.26535625,-11.50159695,19.527,19.527,19.527,19.527,-12.22687032,-12.18702136,-12.22687032,-12.18700612
 01/03  04:00:00,-9.9678945,-7.373183996,-8.963317043,-9.756917482,-10.41672376,-9.749775164,-10.41672376,-9.981568534,-8.95912634,-12.0424945,19.527,19.527,19.527,19.527,-12.81135856,-12.77345679,-12.81135856,-12.77344597
 01/03  05:00:00,-10.24324425,-7.202016449,-9.285404351,-10.03777832,-10.6800885,-10.03092477,-10.6800885,-10.25831094,-9.280818002,-12.14511273,19.527,19.527,19.527,19.527,-13.17057742,-13.1315895,-13.17057742,-13.13158122
 01/03  06:00:00,-10.20593967,-6.640211731,-9.234974074,-10.0705225,-10.65780566,-10.06368374,-10.65780566,-10.22309614,-9.229783804,-11.9170865,19.527,19.527,19.527,19.527,-13.32351747,-13.2806627,-13.32351747,-13.28065583
 01/03  07:00:00,-10.17073782,-5.753683695,-9.181919589,-10.0903104,-10.68418575,-10.08342394,-10.68418575,-10.19286941,-9.175300725,-11.68021846,19.527,19.527,19.527,19.527,-13.6736389,-13.62213741,-13.6736389,-13.62213164
 01/03  08:00:00,-6.762275419,-4.067187159,-7.122844536,-10.66904983,-11.2488613,-10.66236248,-11.2488613,-6.7501835,-7.122556978,-4.763429145,19.527,19.527,19.527,19.527,-14.38920856,-14.3319212,-14.38920856,-14.3319167
 01/03  09:00:00,5.48285586,1.914007245,4.492467138,-10.08827221,-10.52206567,-10.08180363,-10.52206567,5.840497076,4.422865468,20.70262767,19.527,19.527,19.527,19.527,-9.401371781,-9.356618651,-9.401371781,-9.356615273
 01/03  10:00:00,7.953704649,-0.537339185,11.41821075,-8.130266591,-8.355885616,-8.124045868,-8.355885617,8.412463575,11.31112465,23.97449739,19.527,19.527,19.527,19.527,-2.772864027,-2.753369169,-2.772864027,-2.753366674
 01/03  11:00:00,2.978318145,-2.193440083,8.467103864,-6.643487618,-6.747202626,-6.637584562,-6.747202627,3.330043556,8.387319649,11.9394498,19.527,19.527,19.527,19.527,-0.98316409,-0.99652479,-0.98316409,-0.996522959
 01/03  12:00:00,0.920437341,-0.568412167,9.932824107,-5.124707401,-5.170301798,-5.118774616,-5.170301798,1.303789332,9.871277617,15.31424281,19.527,19.527,19.527,19.527,2.611151034,2.57750988,2.611151034,2.577511328
 01/03  13:00:00,-0.138714958,0.886127832,16.96110266,-2.588520979,-4.10670067,-2.582568058,-4.106700671,9.38E-02,16.90723453,27.34701048,19.527,19.527,19.527,19.527,7.49626525,7.479225209,7.49626525,7.479226349
 01/03  14:00:00,-0.47842208,1.431132252,20.03212914,2.535442962,-3.546395723,2.541356175,-3.546395724,-0.306480049,19.9510365,29.09468874,19.527,19.527,19.527,19.527,9.256916458,9.249003799,9.256916458,9.249004696
 01/03  15:00:00,-1.360173575,1.080171157,22.80620231,9.563887649,-3.90081282,9.569442938,-3.900812821,-1.237494917,22.68820236,32.76305071,19.527,19.527,19.527,19.527,9.082678104,9.095418148,9.082678104,9.095418842
 01/03  16:00:00,-2.724736574,0.28726056,20.29895645,13.63785735,-4.944863281,13.64305215,-4.944863283,-2.640671491,20.18239424,25.71020697,19.527,19.527,19.527,19.527,5.112428502,5.141164836,5.112428502,5.141165384
 01/03  17:00:00,-4.363039673,-0.685755392,10.23589329,6.626314512,-6.334555426,6.840984825,-6.334555427,-4.310969005,10.17613689,4.051312737,19.527,19.527,19.527,19.527,-0.836074591,-0.797007224,-0.836074591,-0.795969213
 01/03  18:00:00,-5.585655298,-1.64545432,2.42643,-1.16788565,-7.274003179,-1.080256864,-7.27400318,-5.555424729,2.396982526,-6.900812914,19.527,19.527,19.527,19.527,-4.003092263,-3.961092853,-4.003092263,-3.960762458
 01/03  19:00:00,-6.180811917,-1.804316367,-0.558117928,-3.69067416,-7.686335124,-3.645179029,-7.686335125,-6.162126148,-0.576174528,-7.137238909,19.527,19.527,19.527,19.527,-5.487282911,-5.442707612,-5.487282911,-5.442532156
 01/03  20:00:00,-6.569515276,-2.117291051,-2.200858621,-4.980702443,-7.94705799,-4.951114527,-7.947057991,-6.559271298,-2.212442241,-7.271111384,19.527,19.527,19.527,19.527,-6.609911916,-6.562288399,-6.609911916,-6.562164059
 01/03  21:00:00,-6.715452027,-2.241822553,-3.267540044,-5.627052157,-7.919817867,-5.606150178,-7.919817868,-6.709388388,-3.27535843,-6.951631202,19.527,19.527,19.527,19.527,-7.120966306,-7.077513093,-7.120966306,-7.077427098
 01/03  22:00:00,-6.817113475,-2.307175372,-3.865186259,-6.007370523,-7.929237205,-5.991012955,-7.929237205,-6.813770352,-3.870844824,-6.958944618,19.527,19.527,19.527,19.527,-7.560257836,-7.517476872,-7.560257836,-7.517413574
 01/03  23:00:00,-7.13065464,-3.110547678,-4.406551255,-6.472183861,-8.220625656,-6.458193114,-8.220625657,-7.133076555,-4.40986136,-7.649009796,19.527,19.527,19.527,19.527,-8.395647723,-8.346857573,-8.395647723,-8.346808187
 01/03  24:00:00,-7.31944495,-3.606037934,-4.791423986,-6.769985068,-8.374189548,-6.757709457,-8.374189549,-7.3269748,-4.792776411,-7.908696824,19.527,19.527,19.527,19.527,-8.968850341,-8.916531327,-8.968850341,-8.916494166
 01/04  01:00:00,-7.196508337,-2.785870794,-4.713434969,-6.707189788,-8.269356947,-6.695636121,-8.269356947,-7.207106568,-4.713720782,-7.360140349,19.527,19.527,19.527,19.527,-9.089656575,-9.032805076,-9.089656575,-9.032775099
 01/04  02:00:00,-7.090214682,-2.299762851,-4.527776903,-6.63993212,-8.262478723,-6.628123587,-8.262478723,-7.102461715,-4.527725684,-7.390719206,19.527,19.527,19.527,19.527,-9.433515484,-9.365267049,-9.433515484,-9.365238829
 01/04  03:00:00,-7.246518258,-2.649585501,-4.724751671,-6.784125372,-8.437844644,-6.772376823,-8.437844644,-7.260928825,-4.724047774,-7.838820572,19.527,19.527,19.527,19.527,-9.919791172,-9.84610542,-9.919791172,-9.846081619
 01/04  04:00:00,-7.509277478,-3.627082605,-5.219854358,-7.112933766,-8.570252652,-7.102564264,-8.570252652,-7.521580025,-5.219344831,-8.046606409,19.527,19.527,19.527,19.527,-9.881383027,-9.822396278,-9.881383027,-9.822380575
 01/04  05:00:00,-7.420591009,-2.74502137,-5.199577537,-7.04678617,-8.435875953,-7.036892431,-8.435875954,-7.430433678,-5.199614831,-7.403868,19.527,19.527,19.527,19.527,-9.547000931,-9.492938607,-9.547000931,-9.492926546
 01/04  06:00:00,-7.294420367,-2.642874848,-5.055222067,-6.911927683,-8.330880987,-6.902006059,-8.330880987,-7.306531139,-5.054612985,-7.15522385,19.527,19.527,19.527,19.527,-9.582469739,-9.523949438,-9.582469739,-9.523939356
 01/04  07:00:00,-7.936388575,-3.750529487,-5.855170477,-7.567812077,-8.904183013,-7.55862121,-8.904183013,-7.952238637,-5.853273376,-8.609379589,19.527,19.527,19.527,19.527,-10.47464464,-10.41675124,-10.47464464,-10.41674389
 01/04  08:00:00,-8.022751522,-3.013311128,-6.134294841,-7.677528106,-8.892508344,-7.669211718,-8.892508344,-8.040373606,-6.131646013,-7.915546228,19.527,19.527,19.527,19.527,-10.31154796,-10.25738989,-10.31154796,-10.25738475
 01/04  09:00:00,-5.665614957,0.395816213,-3.856043013,-6.122090873,-7.227679877,-6.114276204,-7.227679877,-5.648058523,-3.862108537,-1.653958197,19.527,19.527,19.527,19.527,-7.261618932,-7.223733565,-7.261618932,-7.223729757
 01/04  10:00:00,1.103709011,4.486331949,4.412479513,-3.345137031,-4.224483352,-3.337236338,-4.224483352,1.285325664,4.364281013,15.52675287,19.527,19.527,19.527,19.527,-0.166043826,-0.163932636,-0.166043826,-0.163929548
 01/04  11:00:00,1.189125929,4.328315196,4.718108756,-1.49935734,-2.259959044,-1.491859586,-2.259959044,1.350594535,4.67513069,9.353335472,19.527,19.527,19.527,19.527,2.251491917,2.229082905,2.251491917,2.229085191
 01/04  12:00:00,6.07E-02,4.728171219,2.396843335,-0.966740993,-1.771516142,-0.959903615,-1.771516142,0.151196804,2.37156329,3.57298386,19.527,19.527,19.527,19.527,1.408263315,1.396786687,1.408263315,1.396788297
 01/04  13:00:00,0.364843266,5.762979145,4.561069594,0.241011455,-0.996761343,0.24778598,-0.996761343,0.434556199,4.535951423,9.948326037,19.527,19.527,19.527,19.527,3.527210988,3.518369689,3.527210988,3.518370964
 01/04  14:00:00,1.988577859,6.937520162,18.47149904,7.18057869,0.849148609,7.187312345,0.849148609,2.067477438,18.39886184,35.88779425,19.527,19.527,19.527,19.527,12.26005753,12.24767699,12.26005753,12.24767798
 01/04  15:00:00,2.290224551,7.22206209,20.24827774,11.85615664,1.298524953,11.86248707,1.298524953,2.349363373,20.15498595,31.21673272,19.527,19.527,19.527,19.527,11.59253175,11.59654647,11.59253175,11.5965472
 01/04  16:00:00,1.668078805,6.581059875,18.93204135,15.3380682,0.766763873,15.34395163,0.766763873,1.699772739,18.84077405,27.42653872,19.527,19.527,19.527,19.527,8.563632244,8.586859776,8.563632244,8.586860319
 01/04  17:00:00,0.269664861,5.510851758,12.46467962,11.28780032,-0.624502026,11.56928056,-0.624502026,0.275730308,12.41722636,12.77902434,19.527,19.527,19.527,19.527,4.054787208,4.094411122,4.054787208,4.095652639
 01/04  18:00:00,-0.599705587,5.186903984,6.175604632,4.315693024,-1.487857631,4.432797444,-1.487857632,-0.611415814,6.155190528,1.605501949,19.527,19.527,19.527,19.527,1.786659819,1.839943994,1.786659819,1.840348327
 01/04  19:00:00,-1.006081763,5.216286314,4.113826,2.257832256,-1.931115416,2.32245296,-1.931115416,-1.028953904,4.103485624,1.342787417,19.527,19.527,19.527,19.527,0.64959841,0.715941247,0.64959841,0.716176037
 01/04  20:00:00,-1.529665281,5.086674947,2.944202863,1.05987432,-2.444367274,1.105731101,-2.444367275,-1.558336047,2.938521791,0.762752014,19.527,19.527,19.527,19.527,-0.277808055,-0.200150474,-0.277808055,-0.199953887
 01/04  21:00:00,-1.833552851,3.830908093,1.825234436,0.123709293,-2.689918931,0.156208886,-2.689918932,-1.858572063,1.821443258,-2.85E-02,19.527,19.527,19.527,19.527,-0.833309636,-0.768185562,-0.833309636,-0.768046736
 01/04  22:00:00,-1.317634968,4.510297671,1.554030498,0.128765261,-2.078965451,0.151446748,-2.078965451,-1.341257055,1.552499263,1.078272092,19.527,19.527,19.527,19.527,-0.525449099,-0.470985733,-0.525449099,-0.470898809
 01/04  23:00:00,-0.706828869,4.938021338,1.894144976,0.584436365,-1.410302234,0.603063016,-1.410302234,-0.73561354,1.895062662,2.104371648,19.527,19.527,19.527,19.527,-0.157092889,-9.84E-02,-0.157092889,-9.83E-02
 01/04  24:00:00,-0.567601231,4.443864952,1.844159225,0.614398999,-1.245426682,0.63068363,-1.245426682,-0.601502137,1.847162332,1.852226341,19.527,19.527,19.527,19.527,-0.426229693,-0.362683133,-0.426229693,-0.362633497
 01/05  01:00:00,-0.300691154,4.810346952,1.993299364,0.807264123,-0.959370622,0.822200581,-0.959370623,-0.336801473,1.997353549,2.291835222,19.527,19.527,19.527,19.527,-0.310237977,-0.245035056,-0.310237977,-0.244996667
 01/05  02:00:00,-4.11E-02,5.166404943,2.17762637,1.014884597,-0.689479531,1.029112325,-0.689479531,-7.99E-02,2.182762305,2.695573968,19.527,19.527,19.527,19.527,-0.27927245,-0.209785824,-0.27927245,-0.209755434
 01/05  03:00:00,0.312989694,5.50297405,2.428556173,1.32828078,-0.298083194,1.341540058,-0.298083194,0.27317631,2.434273451,3.187289024,19.527,19.527,19.527,19.527,9.34E-02,0.161295717,9.34E-02,0.161318442
 01/05  04:00:00,1.198654933,6.097734884,3.108333211,2.210772009,0.855161942,2.221755716,0.855161942,1.163287996,3.113286206,4.277301061,19.527,19.527,19.527,19.527,1.525255377,1.578367141,1.525255377,1.578381217
 01/05  05:00:00,1.577189717,5.815680911,3.257663419,2.573586654,1.391028314,2.583011675,1.391028314,1.541135109,3.263457509,4.144723616,19.527,19.527,19.527,19.527,1.840142841,1.889329912,1.840142841,1.889339084
 01/05  06:00:00,1.02275438,4.666991107,2.624358726,1.937953544,0.781155696,1.946989027,0.781155695,0.983113966,2.631355138,2.694640647,19.527,19.527,19.527,19.527,0.820125368,0.872526757,0.820125368,0.87253363
 01/05  07:00:00,0.405859569,5.161534006,2.087856146,1.290284112,1.08E-02,1.300263621,1.08E-02,0.363676775,2.095376022,2.111871609,19.527,19.527,19.527,19.527,-0.135417912,-7.41E-02,-0.135417912,-7.41E-02
 01/05  08:00:00,0.409441555,6.129227873,2.151102307,1.280262556,-7.84E-02,1.290924825,-7.84E-02,0.367578675,2.158430971,2.901492893,19.527,19.527,19.527,19.527,-4.26E-02,2.19E-02,-4.26E-02,2.19E-02
 01/05  09:00:00,1.222316596,6.79320998,2.858939017,2.020690447,0.815154582,2.030482503,0.815154582,1.19586817,2.86199894,4.476608614,19.527,19.527,19.527,19.527,1.660724626,1.704174148,1.660724626,1.704177795
 01/05  10:00:00,3.791935785,8.163813826,5.987562982,3.378593052,2.395847433,3.387272679,2.395847433,3.824659574,5.975473556,11.09588058,19.527,19.527,19.527,19.527,4.754017047,4.776902479,4.754017047,4.776904893
 01/05  11:00:00,11.01437549,8.863158107,20.21828441,5.742789334,5.102728355,5.750343459,5.102728355,11.30403372,20.15442289,35.56974214,19.527,19.527,19.527,19.527,13.31198249,13.31488226,13.31198249,13.31488385
 01/05  12:00:00,10.24836047,9.398186208,28.79486938,6.561576324,5.986937745,6.568163316,5.986937744,10.74389909,28.74712158,41.0193764,19.527,19.527,19.527,19.527,16.90800419,16.92325107,16.90800419,16.9232521
 01/05  13:00:00,8.229768387,9.575749815,30.42607618,8.640148242,6.61965997,8.646275227,6.619659969,8.411136642,30.38874208,38.49374315,19.527,19.527,19.527,19.527,17.68079488,17.68973324,17.68079488,17.68973396
 01/05  14:00:00,8.02362603,9.94950422,25.29898328,11.24989595,7.090583393,11.25564141,7.090583393,8.136474169,25.24200286,28.61749073,19.527,19.527,19.527,19.527,15.47721904,15.47326111,15.47721904,15.47326162
 01/05  15:00:00,7.723555298,10.18770185,26.68787159,16.20412402,7.139085589,16.20924423,7.139085589,7.783418512,26.599997,33.93133126,19.527,19.527,19.527,19.527,14.64406097,14.65760918,14.64406097,14.65760951
 01/05  16:00:00,6.738529257,9.870247953,24.95374363,19.60991838,6.261727376,19.61510211,6.261727375,6.765198596,24.86525627,30.91235377,19.527,19.527,19.527,19.527,12.09393148,12.12064637,12.09393148,12.12064662
 01/05  17:00:00,5.428693005,9.108906134,17.69487356,15.31836766,4.97688034,15.6046389,4.97688034,5.432363828,17.65325843,16.52932101,19.527,19.527,19.527,19.527,8.157505909,8.193751769,8.157505909,8.194840104
 01/05  18:00:00,4.182248381,7.870705267,10.71295643,8.071231483,3.725182562,8.171974344,3.725182562,4.168722513,10.69850372,5.100247199,19.527,19.527,19.527,19.527,5.518712557,5.566235845,5.518712557,5.56650761
 01/05  19:00:00,3.068389308,7.317533515,8.489667631,5.95418117,2.504749926,6.012423272,2.504749925,3.041288132,8.483946486,3.555317533,19.527,19.527,19.527,19.527,3.721267473,3.791459513,3.721267473,3.791640085
 01/05  20:00:00,2.265248715,6.573752255,7.209536303,4.717742477,1.6351347,4.760516185,1.6351347,2.227025812,7.209131339,2.551949547,19.527,19.527,19.527,19.527,2.171394059,2.261076928,2.171394059,2.261233935
